n;t_ns
10000;4.820e+02
10000;9.900e+03
10000;2.408e+03
10000;1.269e+04
10000;2.832e+03
10000;1.177e+03
10000;7.196e+03
10000;1.840e+03
10000;7.683e+03
10000;7.171e+03
10000;9.690e+03
10000;6.790e+02
10000;1.258e+04
10000;7.963e+03
10000;8.661e+03
10000;1.254e+04
10000;9.808e+03
10000;6.511e+03
10000;1.127e+04
10000;6.040e+02
10000;1.110e+04
10000;1.412e+04
10000;1.152e+04
10000;6.456e+03
10000;1.294e+04
10000;1.136e+04
10000;3.243e+03
10000;1.147e+04
10000;2.000e+02
10000;5.894e+03
10000;9.335e+03
10000;1.004e+04
10000;1.108e+04
10000;9.710e+03
10000;9.241e+03
10000;1.112e+04
10000;8.128e+03
10000;7.064e+03
10000;1.916e+03
10000;2.996e+03
10000;6.651e+03
10000;1.082e+04
10000;1.636e+03
10000;9.662e+03
10000;1.137e+04
10000;1.200e+04
10000;5.881e+03
10000;3.270e+02
10000;1.031e+04
10000;4.139e+03
10000;7.659e+03
10000;8.947e+03
10000;6.057e+03
10000;6.237e+03
10000;1.202e+04
10000;1.740e+03
10000;9.609e+03
10000;1.021e+03
10000;8.804e+03
10000;1.169e+04
10000;8.225e+03
10000;8.039e+03
10000;1.011e+04
10000;5.920e+02
10000;1.435e+04
10000;6.317e+03
10000;9.545e+03
10000;5.628e+03
10000;4.979e+03
10000;2.662e+03
10000;1.347e+04
10000;7.200e+02
10000;6.268e+03
10000;6.984e+03
10000;8.236e+03
50000;9.196e+04
50000;7.353e+04
50000;1.370e+04
50000;3.188e+04
50000;5.321e+04
50000;6.856e+04
50000;1.044e+04
50000;1.001e+04
50000;2.269e+04
50000;2.507e+04
50000;5.402e+04
50000;2.025e+03
50000;1.523e+04
50000;5.966e+04
50000;2.245e+04
50000;3.555e+03
50000;5.446e+04
50000;2.504e+04
50000;2.414e+04
50000;1.989e+04
50000;8.195e+03
50000;1.912e+04
50000;5.038e+04
50000;3.992e+04
50000;6.887e+04
50000;4.134e+04
50000;4.646e+04
50000;5.418e+04
50000;2.178e+04
50000;4.809e+04
50000;6.715e+04
50000;1.170e+04
50000;4.122e+04
50000;7.174e+04
50000;3.000e+04
50000;4.604e+04
50000;6.094e+04
50000;3.205e+03
50000;3.845e+03
50000;1.922e+04
