n;t_ns
10000;8.540e+03
10000;8.407e+03
10000;8.458e+03
10000;6.910e+03
10000;7.990e+02
10000;2.040e+03
10000;8.486e+03
10000;8.459e+03
10000;2.388e+03
10000;8.593e+03
10000;1.299e+03
10000;1.082e+03
10000;8.436e+03
10000;8.437e+03
10000;4.062e+03
10000;1.222e+03
10000;5.882e+03
10000;2.688e+03
10000;4.919e+03
10000;8.555e+03
10000;1.316e+03
10000;8.411e+03
10000;8.421e+03
10000;8.429e+03
10000;4.234e+03
10000;1.909e+03
10000;8.416e+03
10000;1.432e+03
10000;5.568e+03
10000;4.759e+03
10000;7.144e+03
10000;8.353e+03
10000;7.927e+03
10000;5.613e+03
10000;6.349e+03
10000;8.403e+03
10000;7.608e+03
10000;2.139e+03
10000;6.161e+03
10000;8.445e+03
10000;8.428e+03
10000;5.307e+03
10000;8.413e+03
10000;7.434e+03
10000;5.561e+03
10000;1.469e+03
10000;7.327e+03
10000;3.306e+03
10000;1.465e+03
10000;4.570e+03
10000;3.769e+03
10000;7.985e+03
10000;4.705e+03
10000;8.539e+03
10000;8.399e+03
10000;8.403e+03
10000;8.425e+03
10000;2.929e+03
10000;8.435e+03
10000;3.728e+03
10000;8.554e+03
10000;8.017e+03
10000;9.490e+02
10000;1.615e+03
10000;3.447e+03
10000;1.990e+03
10000;8.412e+03
10000;8.421e+03
10000;8.413e+03
10000;8.542e+03
10000;1.640e+03
10000;7.525e+03
10000;1.427e+03
10000;4.364e+03
10000;1.524e+03
50000;4.224e+04
50000;4.206e+04
50000;4.209e+04
50000;4.274e+04
50000;4.206e+04
50000;1.425e+04
50000;4.197e+04
50000;4.217e+04
50000;4.206e+04
50000;3.387e+04
50000;4.574e+03
50000;1.425e+04
50000;4.273e+04
50000;1.198e+04
50000;1.182e+04
50000;4.202e+04
50000;4.370e+04
50000;1.568e+03
50000;1.857e+04
50000;4.012e+03
50000;3.056e+04
50000;8.300e+02
50000;3.709e+04
50000;2.025e+04
50000;4.226e+04
50000;4.209e+04
50000;2.376e+04
50000;4.204e+04
50000;4.204e+04
50000;1.243e+04
50000;3.055e+03
50000;4.268e+04
50000;4.200e+04
50000;1.206e+04
50000;4.201e+04
50000;4.204e+04
50000;4.222e+04
50000;3.244e+04
50000;4.274e+04
50000;2.836e+04
50000;4.351e+03
50000;1.631e+04
50000;3.777e+03
50000;5.940e+02
50000;4.201e+04
50000;3.896e+04
50000;2.213e+03
50000;6.165e+03
50000;9.848e+03
50000;4.198e+04
50000;5.875e+03
50000;4.256e+04
50000;6.053e+03
50000;5.861e+03
50000;1.088e+04
50000;3.245e+04
50000;4.875e+03
50000;2.713e+04
50000;8.998e+03
50000;3.064e+04
50000;2.112e+04
50000;1.048e+04
50000;6.373e+03
50000;7.018e+03
50000;1.628e+04
50000;1.561e+03
50000;2.011e+04
50000;2.580e+04
50000;3.205e+03
50000;4.236e+04
50000;4.186e+04
50000;1.459e+04
50000;3.623e+04
50000;1.218e+04
50000;4.179e+04
50000;3.120e+04
50000;8.552e+03
50000;4.238e+04
50000;1.744e+04
50000;4.173e+04
50000;4.187e+04
50000;4.182e+04
50000;1.378e+04
50000;4.187e+04
50000;5.874e+03
50000;4.245e+04
50000;4.192e+04
50000;1.356e+04
50000;4.178e+04
50000;1.356e+04
50000;4.071e+04
50000;4.182e+04
50000;4.200e+04
50000;3.280e+04
50000;4.169e+04
50000;4.178e+04
50000;4.198e+04
50000;2.211e+03
50000;4.180e+04
50000;4.183e+04
50000;4.111e+04
100000;8.348e+04
100000;6.705e+04
100000;8.341e+04
100000;3.099e+04
100000;2.824e+04
100000;8.357e+04
100000;8.412e+04
100000;2.228e+04
100000;2.236e+04
100000;8.366e+04
100000;5.434e+04
100000;2.316e+04
100000;1.646e+04
100000;6.104e+04
100000;3.219e+03
100000;6.881e+04
100000;5.520e+04
100000;1.381e+04
100000;3.191e+04
100000;8.455e+04
100000;8.276e+04
100000;6.850e+03
100000;1.890e+04
100000;2.874e+04
100000;4.848e+04
100000;2.509e+04
100000;3.027e+03
100000;8.416e+04
100000;8.397e+04
100000;1.484e+04
100000;8.513e+04
100000;8.363e+04
100000;4.214e+04
100000;4.018e+03
100000;8.382e+04
100000;3.745e+04
100000;2.183e+04
100000;2.552e+04
100000;8.391e+04
100000;3.664e+04
100000;8.139e+04
100000;3.852e+04
100000;9.913e+03
100000;8.385e+04
100000;5.096e+04
100000;8.388e+04
100000;1.222e+04
100000;8.179e+03
100000;3.214e+04
100000;9.607e+03
100000;2.106e+04
100000;8.390e+04
100000;4.250e+02
100000;8.486e+04
100000;7.533e+04
100000;2.586e+04
100000;1.892e+04
100000;8.388e+04
100000;8.389e+04
100000;8.388e+04
100000;5.909e+03
100000;7.795e+04
100000;3.570e+04
100000;7.158e+04
100000;9.361e+03
100000;2.773e+04
100000;7.215e+03
100000;4.435e+04
100000;3.633e+04
100000;7.522e+04
100000;4.449e+04
100000;3.643e+04
100000;8.398e+04
100000;3.716e+04
100000;8.410e+04
100000;1.349e+04
100000;1.648e+04
100000;3.897e+04
100000;2.978e+04
100000;6.216e+04
100000;2.007e+04
100000;4.862e+04
100000;4.351e+04
100000;8.407e+04
100000;2.021e+04
100000;2.933e+03
100000;2.162e+04
100000;3.536e+04
100000;3.535e+04
100000;8.387e+04
100000;4.300e+04
100000;4.882e+04
100000;8.396e+04
100000;3.220e+04
100000;5.630e+04
100000;8.526e+04
100000;2.397e+04
100000;6.395e+04
100000;7.564e+04
100000;3.034e+04
100000;8.384e+04
500000;4.210e+05
500000;1.008e+05
500000;3.691e+04
500000;2.380e+02
500000;7.298e+04
500000;1.771e+05
500000;4.253e+05
500000;6.876e+04
500000;1.752e+05
500000;1.412e+05
500000;4.201e+05
500000;4.206e+05
500000;1.511e+05
500000;3.505e+05
500000;2.021e+05
500000;3.277e+05
500000;4.210e+05
500000;4.204e+05
500000;3.491e+05
500000;4.148e+05
500000;1.062e+05
500000;1.292e+05
500000;4.198e+05
500000;4.269e+05
500000;4.200e+05
500000;2.516e+05
500000;4.220e+05
500000;4.952e+04
500000;4.144e+05
500000;4.197e+05
500000;2.486e+05
500000;2.850e+05
500000;4.210e+05
500000;1.140e+05
500000;1.149e+05
500000;4.207e+05
500000;7.886e+04
500000;4.199e+05
500000;2.244e+05
500000;4.265e+05
500000;4.191e+05
500000;4.786e+04
500000;4.195e+05
500000;5.729e+04
500000;4.209e+05
500000;4.342e+05
500000;1.516e+05
500000;4.336e+05
500000;3.616e+05
500000;4.395e+05
500000;3.153e+05
500000;1.395e+05
500000;1.140e+05
500000;1.095e+05
500000;1.856e+05
500000;4.264e+05
500000;4.265e+05
500000;4.074e+05
500000;4.259e+05
500000;3.950e+05
500000;1.594e+05
500000;4.220e+05
500000;7.744e+04
500000;1.480e+05
500000;4.343e+05
500000;9.806e+04
500000;4.353e+05
500000;7.482e+04
500000;7.101e+04
500000;8.031e+04
500000;4.240e+05
500000;4.228e+05
500000;1.774e+05
500000;3.924e+04
500000;6.982e+04
500000;3.230e+05
500000;4.255e+05
500000;9.114e+04
500000;4.263e+05
500000;6.510e+03
500000;2.711e+05
500000;2.074e+03
500000;4.295e+05
500000;4.281e+05
500000;4.219e+05
500000;4.215e+05
500000;4.294e+05
500000;5.622e+04
500000;4.215e+05
500000;3.114e+05
500000;4.803e+04
500000;1.136e+04
500000;1.572e+05
500000;4.234e+05
500000;3.627e+04
