n;t_ns
314;2.010e+02
314;1.940e+02
314;1.930e+02
314;2.000e+02
314;1.950e+02
314;1.970e+02
314;1.960e+02
314;1.930e+02
314;1.960e+02
314;1.900e+02
314;1.950e+02
1000;6.110e+02
1000;5.940e+02
1000;5.820e+02
1000;5.830e+02
1000;5.620e+02
1000;5.620e+02
1000;5.500e+02
1000;5.540e+02
1000;5.520e+02
1000;5.460e+02
1000;5.470e+02
3141;1.862e+03
3141;1.890e+03
3141;1.849e+03
3141;1.841e+03
3141;1.818e+03
3141;1.787e+03
3141;1.801e+03
3141;1.785e+03
3141;1.783e+03
3141;1.793e+03
3141;1.785e+03
10000;5.815e+03
10000;5.826e+03
10000;5.852e+03
10000;5.825e+03
10000;5.826e+03
10000;5.808e+03
10000;6.214e+03
10000;5.812e+03
10000;5.932e+03
10000;5.797e+03
10000;5.781e+03
31415;1.827e+04
31415;1.822e+04
31415;1.814e+04
31415;1.819e+04
31415;1.821e+04
31415;1.821e+04
31415;1.819e+04
31415;1.807e+04
31415;1.810e+04
31415;1.816e+04
31415;1.810e+04
100000;5.790e+04
100000;5.780e+04
100000;5.768e+04
100000;5.776e+04
100000;5.794e+04
100000;5.762e+04
100000;5.747e+04
100000;5.756e+04
100000;5.769e+04
100000;5.856e+04
100000;5.828e+04
