n,t_ns,swaps
3125716,1.1196271000e+09,199105344
3125716,1.0950905000e+09,190753011
3125716,1.0642746000e+09,185422425
3511192,1.2160989000e+09,213538409
3511192,1.1975256000e+09,212290604
3511192,1.2173363000e+09,218489107
3511192,1.2626846000e+09,227381434
3511192,1.2446816000e+09,226649656
3511192,1.2652456000e+09,232231149
3511192,1.2664402000e+09,220496910
3511192,1.2757737000e+09,228137989
3511192,1.2982815000e+09,232019946
3511192,1.3226706000e+09,233082931
3944206,1.4487233000e+09,258164973
3944206,1.5533661000e+09,281266932
3944206,1.6095567000e+09,293138516
3944206,1.5599513000e+09,283288549
3944206,1.5592581000e+09,282230678
3944206,1.4856123000e+09,265724922
3944206,1.5005880000e+09,269720017
3944206,1.5441592000e+09,290932426
3944206,1.4953865000e+09,275177807
3944206,1.4469923000e+09,259310851
4430621,1.7364268000e+09,322106579
4430621,1.6537056000e+09,297589319
4430621,1.7214037000e+09,307156349
4430621,1.8146096000e+09,335598209
4430621,1.6738384000e+09,295656832
4430621,1.5964089000e+09,287077221
4430621,1.6303596000e+09,294318560
4430621,1.6489669000e+09,295198286
4430621,1.6426774000e+09,295527423
4430621,1.6919705000e+09,298162839
4977024,2.1622003000e+09,400090094
4977024,1.9555360000e+09,352682555
4977024,1.9880385000e+09,362870231
4977024,1.9721925000e+09,355597197
4977024,2.0517427000e+09,383702274
4977024,2.1773511000e+09,399352039
4977024,1.9969375000e+09,362599085
4977024,1.9777773000e+09,360091577
4977024,2.0098014000e+09,369690892
4977024,1.9788981000e+09,357906869
5590810,2.3160272000e+09,424127640
5590810,2.2552148000e+09,407101337
5590810,2.2420068000e+09,412597750
5590810,2.1778358000e+09,400107780
5590810,2.2344412000e+09,397476185
5590810,2.1954167000e+09,393959634
5590810,2.2767385000e+09,408618122
5590810,2.2009256000e+09,379378551
5590810,2.2126062000e+09,400903071
5590810,2.2005679000e+09,394649482
6280291,2.6014145000e+09,476937451
6280291,2.6300697000e+09,458690919
6280291,2.7354913000e+09,499396012
6280291,2.6499141000e+09,476964539
6280291,2.7087272000e+09,508437999
6280291,2.5600872000e+09,464374674
6280291,2.6195272000e+09,477234885
6280291,2.6921729000e+09,500660532
6280291,2.6781888000e+09,499205181
6280291,2.6160284000e+09,477398605
7054802,3.0372768000e+09,541946738
7054802,2.9219762000e+09,512979431
7054802,3.0066832000e+09,532268918
7054802,3.0315825000e+09,530895855
7054802,2.9107391000e+09,516683011
7054802,2.9751458000e+09,525727152
7054802,3.0550221000e+09,547829030
7054802,3.1342371000e+09,546890724
7054802,2.9944530000e+09,528564563
7054802,3.1624482000e+09,578293056
7924829,3.3869771000e+09,601672961
7924829,3.3924892000e+09,612848001
7924829,3.4465231000e+09,616286000
7924829,3.3612444000e+09,603768362
7924829,3.3819987000e+09,632182266
7924829,3.4694037000e+09,644540156
7924829,3.3581962000e+09,606644387
7924829,3.5858771000e+09,650285228
7924829,3.4655870000e+09,645994828
7924829,3.3586849000e+09,611575718
8902151,4.0693577000e+09,712312666
8902151,4.3843969000e+09,758656587
8902151,4.3593195000e+09,810368766
8902151,4.3041210000e+09,790018427
8902151,4.3877950000e+09,822600648
8902151,4.2616711000e+09,783582933
8902151,4.2281953000e+09,774549866
8902151,4.0214297000e+09,742520710
8902151,4.2691056000e+09,797451235
8902151,4.2149860000e+09,766633453
10000000,4.7488875000e+09,865752100
10000000,4.6943662000e+09,873336633
10000000,4.7119968000e+09,818763705
10000000,5.3157542000e+09,983796551
10000000,4.5854992000e+09,827221615
10000000,4.6028157000e+09,844612328
10000000,4.6490584000e+09,852167878
10000000,5.0592444000e+09,955016413
10000000,4.8135187000e+09,893835188
10000000,4.6914888000e+09,894993029
