n,t_ns,swaps
1963041,7.6494270000e+08,122649886
1963041,7.8527260000e+08,126831429
1963041,7.7780320000e+08,126390373
2205131,8.8898280000e+08,146510313
2205131,9.6597400000e+08,168653397
2205131,9.0558220000e+08,150865536
2205131,8.7733600000e+08,142215362
2205131,8.8500900000e+08,143911958
2205131,9.2259880000e+08,155458340
2205131,8.7287870000e+08,141276426
2205131,9.4907480000e+08,163317747
2205131,9.4731140000e+08,162851871
2205131,9.2988970000e+08,158421790
2477076,1.0160144000e+09,169450248
2477076,1.0349793000e+09,170676471
2477076,1.0190676000e+09,168150849
2477076,1.0645999000e+09,181622332
2477076,1.0528381000e+09,178500155
2477076,9.9243650000e+08,161612979
2477076,1.0354656000e+09,172586802
2477076,1.0219852000e+09,170808317
2477076,1.0804177000e+09,186941697
2477076,1.0054490000e+09,166145513
2782559,1.2181140000e+09,208679030
2782559,1.1472556000e+09,190801058
2782559,1.1360476000e+09,181943549
2782559,1.1824628000e+09,198040156
2782559,1.1881427000e+09,201073830
2782559,1.1571344000e+09,193178615
2782559,1.1957663000e+09,199190619
2782559,1.2374050000e+09,215300253
2782559,1.1700906000e+09,195766517
2782559,1.1822102000e+09,201707974
3125716,1.3917255000e+09,238338962
3125716,1.3160822000e+09,217267314
3125716,1.3918050000e+09,239160396
3125716,1.3603722000e+09,231892449
3125716,1.4131328000e+09,247880882
3125716,1.4497846000e+09,246189534
3125716,1.4047788000e+09,228715888
3125716,1.3669004000e+09,233437152
3125716,1.3675682000e+09,235124979
3125716,1.3370840000e+09,224541398
3511192,1.5798530000e+09,263617571
3511192,1.6654765000e+09,297783951
3511192,1.6588554000e+09,275958338
3511192,1.6273556000e+09,284188995
3511192,1.5669643000e+09,265856684
3511192,1.5667154000e+09,267542412
3511192,1.5543924000e+09,264086461
3511192,1.6664240000e+09,290881020
3511192,1.5692648000e+09,269356165
3511192,1.5539269000e+09,265221172
3944206,1.8009123000e+09,306285381
3944206,1.8188294000e+09,314343560
3944206,1.8214272000e+09,317333910
3944206,1.8093429000e+09,294487604
3944206,1.9533479000e+09,327663462
3944206,1.7971537000e+09,311794550
3944206,1.9149073000e+09,343256504
3944206,1.8371037000e+09,318346835
3944206,1.7652412000e+09,301785093
3944206,1.8871136000e+09,330177525
4430621,2.1644798000e+09,352848123
4430621,2.1398579000e+09,378465554
4430621,2.0954688000e+09,367076866
4430621,2.0751034000e+09,357077442
4430621,2.0999306000e+09,368524449
4430621,2.0286566000e+09,348787413
4430621,2.0381516000e+09,353185954
4430621,1.9833996000e+09,339299598
4430621,2.0876924000e+09,353179866
4430621,2.0908517000e+09,358149698
4977024,2.3317285000e+09,403761316
4977024,2.4236532000e+09,421007977
4977024,2.4454774000e+09,439226370
4977024,2.4899337000e+09,447102413
4977024,2.3996736000e+09,417282552
4977024,2.3482788000e+09,407151503
4977024,2.3584616000e+09,400523015
4977024,2.4101000000e+09,425553856
4977024,2.2928109000e+09,394066161
4977024,2.3066904000e+09,401815385
5590810,2.8344117000e+09,509492115
5590810,2.8009914000e+09,504050789
5590810,2.8320093000e+09,510588629
5590810,2.7466065000e+09,490435452
5590810,2.7799553000e+09,496614517
5590810,2.7333261000e+09,480681395
5590810,2.6246922000e+09,451796646
5590810,2.8877543000e+09,522529171
5590810,2.8028914000e+09,505481576
5590810,2.6312059000e+09,447697738
6280291,3.1765755000e+09,570209453
6280291,3.1398094000e+09,554143188
6280291,3.1289669000e+09,549092707
6280291,2.9753108000e+09,510469397
6280291,3.2662910000e+09,596961228
6280291,3.0880332000e+09,543965560
6280291,3.0754996000e+09,540500392
6280291,3.4003647000e+09,604283698
6280291,3.3923035000e+09,563153052
6280291,3.1670907000e+09,570234690
7054802,3.5742088000e+09,625075196
7054802,3.7034039000e+09,668555559
7054802,3.7080777000e+09,670339879
7054802,3.5613697000e+09,622201741
7054802,3.6562689000e+09,631504680
7054802,3.6476499000e+09,645832142
7054802,3.4121081000e+09,589777739
7054802,3.5361481000e+09,625378244
7054802,3.8718129000e+09,704680435
7054802,3.6363633000e+09,640428481
7924829,4.0771469000e+09,724584813
7924829,3.9840230000e+09,701893612
7924829,4.1398855000e+09,741643273
7924829,4.0494329000e+09,699178418
7924829,4.1644121000e+09,746264840
7924829,4.0344592000e+09,710103630
7924829,4.0139372000e+09,708600124
7924829,3.9459292000e+09,689873933
7924829,4.0269094000e+09,705613068
7924829,4.2511965000e+09,773498103
8902151,4.6893020000e+09,840603651
8902151,4.8322326000e+09,887782579
8902151,5.1059086000e+09,955000402
8902151,4.6915446000e+09,829414844
8902151,4.7357268000e+09,849458179
8902151,4.6255045000e+09,822643648
8902151,4.6330300000e+09,820585490
8902151,4.7740408000e+09,856173944
8902151,4.6991055000e+09,840804467
8902151,4.7148363000e+09,849439155
10000000,5.3350277000e+09,948070584
10000000,5.4729018000e+09,995337974
10000000,5.4418997000e+09,974800593
10000000,5.5328387000e+09,998750210
10000000,5.5594735000e+09,1006667609
10000000,5.9011389000e+09,1093554343
10000000,6.0785829000e+09,1143206497
10000000,5.6885924000e+09,1040795629
10000000,5.4492038000e+09,971503616
10000000,5.4876574000e+09,987168134
