n;t_ns
314;1.950e+02
314;1.960e+02
314;1.970e+02
314;2.160e+02
314;2.230e+02
314;2.110e+02
314;1.990e+02
314;1.930e+02
314;1.970e+02
314;1.950e+02
314;1.950e+02
314;1.940e+02
314;2.020e+02
314;1.960e+02
314;1.960e+02
314;1.960e+02
314;1.950e+02
314;1.940e+02
314;1.930e+02
314;1.950e+02
314;1.940e+02
1000;6.080e+02
1000;6.060e+02
1000;5.880e+02
1000;5.720e+02
1000;5.600e+02
1000;5.470e+02
1000;5.620e+02
1000;5.560e+02
1000;5.520e+02
1000;5.550e+02
1000;5.850e+02
1000;5.830e+02
1000;5.680e+02
1000;5.610e+02
1000;5.580e+02
1000;5.460e+02
1000;5.460e+02
1000;5.440e+02
1000;5.640e+02
1000;5.580e+02
1000;5.580e+02
3141;1.839e+03
3141;1.842e+03
3141;1.908e+03
3141;1.825e+03
3141;1.844e+03
3141;1.806e+03
3141;1.823e+03
3141;1.829e+03
3141;1.845e+03
3141;1.769e+03
3141;1.840e+03
3141;1.765e+03
3141;1.764e+03
3141;1.809e+03
3141;1.801e+03
3141;1.754e+03
3141;1.786e+03
3141;1.748e+03
3141;1.749e+03
3141;1.789e+03
3141;1.756e+03
10000;5.910e+03
10000;5.923e+03
10000;5.953e+03
10000;5.839e+03
10000;5.917e+03
10000;6.483e+03
10000;5.980e+03
10000;6.023e+03
10000;5.922e+03
10000;5.958e+03
10000;6.044e+03
10000;5.973e+03
10000;5.954e+03
10000;5.966e+03
10000;5.970e+03
10000;5.937e+03
10000;5.978e+03
10000;6.037e+03
10000;6.014e+03
10000;5.987e+03
10000;5.925e+03
31415;1.894e+04
31415;1.892e+04
31415;1.909e+04
31415;1.860e+04
31415;1.878e+04
31415;1.838e+04
31415;1.846e+04
31415;1.855e+04
31415;1.860e+04
31415;1.874e+04
31415;1.853e+04
31415;1.861e+04
31415;1.863e+04
31415;1.843e+04
31415;1.884e+04
31415;1.860e+04
31415;1.889e+04
31415;1.855e+04
31415;1.847e+04
31415;1.836e+04
31415;1.930e+04
100000;5.881e+04
100000;5.927e+04
100000;5.919e+04
100000;5.870e+04
100000;5.928e+04
100000;5.913e+04
100000;5.932e+04
100000;5.873e+04
100000;5.891e+04
100000;5.894e+04
100000;5.937e+04
100000;5.877e+04
100000;5.873e+04
100000;5.840e+04
100000;5.870e+04
100000;5.863e+04
100000;5.866e+04
100000;5.943e+04
100000;5.864e+04
100000;5.850e+04
100000;5.884e+04
314159;1.844e+05
314159;1.870e+05
314159;1.876e+05
314159;1.864e+05
314159;1.853e+05
314159;1.836e+05
314159;1.821e+05
314159;1.812e+05
314159;1.816e+05
314159;1.916e+05
314159;1.848e+05
314159;1.848e+05
314159;1.847e+05
314159;1.849e+05
314159;1.844e+05
314159;1.847e+05
314159;1.849e+05
314159;1.848e+05
314159;1.844e+05
314159;1.846e+05
314159;1.845e+05
1000000;5.922e+05
1000000;5.970e+05
1000000;5.938e+05
1000000;5.926e+05
1000000;6.074e+05
1000000;6.036e+05
1000000;5.972e+05
1000000;5.987e+05
1000000;5.971e+05
1000000;5.982e+05
1000000;6.030e+05
1000000;6.247e+05
1000000;6.272e+05
1000000;6.072e+05
1000000;6.019e+05
1000000;6.040e+05
1000000;6.038e+05
1000000;5.981e+05
1000000;5.980e+05
1000000;5.996e+05
1000000;5.912e+05
